x,y,z
51.61285373061482,11.944115435583278,-264.51186052567056
41.656353269995265,3.3117093533092454,-256.32559079846317
59.193441045970566,19.599685739734937,-269.11836107614977
26.578356731206313,-10.579193014947524,-239.2809796548617
25.020701402906454,-17.205866094150515,-231.94222993459496
19.57191401914903,-19.81939078711903,-223.04146998185064
35.67490126447781,-6.488631974242627,-248.4682468498839
16.972749826871176,-23.980226355225582,-212.5175906723979
14.784877922714697,-26.064650614869084,-201.42256353769048
12.402426454984141,-26.629831709577818,-186.90899929522354
13.151205455985721,-28.941038577079453,-171.27245749368907
11.849544282043578,-30.474197134893537,-152.60928192734872
-1.1586852660091747,-10.265998260335522,-162.02984274698153
11.814823703466493,-35.09326262556727,-136.52654871061674
-3.5922068165689263,-13.569621479070328,-141.41906523744518
6.2731161816265,-34.38479993052414,-122.87293331188695
-5.649553687913357,-18.071896993980232,-121.43178486999372
8.062137183565671,-40.67571092379302,-110.6582030114374
-4.2210460815432045,-30.64088023584803,-100.00554975030215
-5.1432841742811055,-38.59407823766413,-84.07195438991079
-10.081995854936912,-41.10972886284544,-67.06249777921603
-10.891788910132188,-49.46563994324758,-50.6640561790405
-23.12868385468309,-38.11690599622436,-41.88814994414403
-13.098937793169954,-53.049278063599864,-36.1765348200856
-15.713352161797882,-53.83813975898261,-26.09005036915668
-30.09641830398702,-36.00370525243342,-27.05168035775039
-19.003066378394152,-51.76425771225122,-16.371237963718094
-17.812542298992852,-52.074581675491615,-9.144946475300536
-18.722263258659208,-52.0562301037058,-2.8770124584649324
-18.146070742170984,-54.282544391692745,7.931058098494711
-20.30999671623548,-54.862788834637875,18.836559806466873
-21.410784404241966,-56.10059530534188,33.51086838008092
-22.963382107881845,-53.08677278127095,50.6702567578723
-18.716639581094302,-55.8512432897793,66.71754271094814
-20.936119023446704,-50.97527145369401,83.38720593040432
-29.916199354077225,-39.27045302160497,82.16564207059564
-18.7295081236942,-47.34912533426964,100.16835270645387
-7.40586691266041,-35.18933818338435,144.11717600873934
1.3685200735147445,-31.198223849883515,163.20900499853502
-13.9448320508722,-40.31632642605896,125.75346147984057
4.546849476305042,-12.391512184397,188.9040987877393
15.544232788970975,-19.31900937851831,197.08685993349286
8.346189824815548,-24.457670176741708,182.34253000443525
13.08130589489717,-11.709605512368423,207.48397882799208
22.02968431313645,-16.025798274190432,224.69859655485962
23.79751346343578,-9.629072825736039,244.80142702643184
24.798229953915964,-2.6499553326006597,263.7653289762736
29.149816066878692,0.7292299535616262,282.27146296266216
35.58536007342995,0.5134572380664553,301.3529433857392
34.518636435748014,10.301968466346905,314.9935042720415
34.78462946736056,18.8345090455337,329.0124209946503
49.16715817410754,5.079677033560319,341.29691110627834
49.67764001667483,14.786728979120733,354.92742534084056
22.449707044018727,35.19818802881308,329.16151810980256
46.08268440942185,28.160451401816918,363.66592639905326
55.6308867826883,23.80824078270429,373.5895922908619
62.49150568038095,25.810399158256857,385.0861569756455
64.64251660198222,27.855494703823304,391.0611579609819
0.12684902403819226,-18.785896100085573,490.8889520034142
1.4279832045416267,-18.370023075269216,485.0626142843449
0.3625521173227418,-18.500719672123424,498.497168461995
-2.05304583889982,-19.38172730402613,504.8968631407882
-4.491153824155662,-21.657220008532747,515.1578726463658
65.10651477621971,23.539317442066142,433.49894358934904
58.233637173571736,33.89935464307896,433.157630559901
61.290418112309226,18.709817648444464,443.78181600151606
58.39963462457206,13.040072022959668,450.83143092330295
64.73932239499874,34.672416788885904,401.6536067706458
68.18068225307748,31.765369762687946,415.51504183323595
66.66244471640346,34.49259053760561,408.4293536761749
65.80985173043389,30.890616873914762,423.2061986039208
9.229290112992533,-13.908615957619524,469.7156097189186
18.25123728576915,-7.159342503012583,466.34624120385286
4.942072571976582,-16.294749790916946,477.42293226945645
37.01903342679046,4.234895766973134,462.79446172936014
55.746356423548036,9.032688150277096,456.83379530922593
54.30739062822149,7.392024087994925,458.4251686029212
-7.835854424537879,-24.67532619390883,527.6317675581163
-10.461485111209475,-27.825037527333095,534.7959992951928
-12.671987266825534,-29.522416122412466,540.5988199076604
-17.316831485847885,-31.92720750533581,546.2100889456083
-23.256701141432824,-36.17383148531506,550.2830047546386
-26.948978814293284,-38.667295499017996,557.1361062390192
-22.836276862487786,-35.200074972374274,567.3989656623419
-17.544496966121798,-31.118028376117625,577.5096556014527
-12.959687931587052,-26.819109876957068,588.8981456246422
-11.451980831347916,-24.422750827146153,606.8529893543987
-11.47371322846856,-24.516021536844093,615.4125839823918
-12.053310723045009,-24.962972047832025,622.5079257548513
-11.369498951309323,-24.148143818586274,626.9675091051242
-8.077645681380222,-20.578354850795215,637.2354905851381
10.903611611733394,-6.057269986498881,672.8283428253529
3.3418611033866847,-8.0297042851294,664.0935885565153
23.40509147113304,-10.87519022853791,676.6707592364384
4.680428793639919,-4.605243998893577,657.2793204985716
21.010763465083798,-22.95558900091782,656.140679509713
12.625385000332917,-9.059417998265989,675.9439776787636
17.516780620601722,-3.149268141483036,685.640918432185
23.84922395507213,2.6246815463356423,692.654132352693
43.165398983979955,20.749357380779315,705.7854264326131
30.059543730031894,8.074733043401089,698.2415214698752
36.958266810370496,13.887222060620804,702.7095257207637
42.72075002992613,28.62607926393942,706.3230858679008
51.50909821975263,26.79179095052405,707.4600568642215
60.2698499362106,26.385628501031107,706.1819694463003
73.18266782691285,29.30262551658789,707.7192021071079
46.6998030396194,32.53735567735168,708.8179448652421
62.526755923208285,42.6545526380997,713.9420016134634
75.38664788605351,51.3459911449746,715.6533127694147
82.5363767297734,56.25492142274305,715.4049314735469
92.8433866125503,64.0853857585734,713.7186248875469
-72.61805306151447,45.04862832893505,-984.5154656300881
-63.65219743339329,45.39715401857637,-978.8210370545269
-43.03003249678624,58.76509970524303,-984.5047716407908
-26.6567931969534,70.47789069388133,-982.0359348804697
-30.995028948882435,72.65220837948539,-988.860803250619
-51.7752816158321,51.21568315763017,-982.2492490111867
-48.91701661235161,56.25656932905344,-976.2112335935662
-41.56570643274244,75.31642782333032,-992.3648540931706
-31.71606827320905,64.88880602476866,-977.3258695382389
-36.651046061809005,65.35498117485047,-971.4470996226163
-61.3027239051502,54.880571574407874,-973.7309306150485
-46.32634913264971,63.26327634182983,-970.1881961820113
-50.834856972452876,73.27039785552694,-969.1881561563405
-51.41980350999557,90.12364795975286,-971.6444828919751
-15.035884639190668,74.95725633291255,-985.5495212023872
-10.70431962660899,82.91532823713453,-991.642588716413
0.099437251709596,84.47855045966614,-984.3028944386851
-50.52369269932228,78.22707532144094,-992.9760892126034
-32.476771979717476,92.91911668591048,-997.0885127902568
-19.77961692301594,89.53482809252752,-996.1512877008371
-20.10903982365209,105.06910932160315,-998.3682835503357
7.529130298375902,95.39984259383012,-990.8757302373356
22.914513476256122,107.96449204197039,-991.0559338087642
29.41353896020265,119.30906331129825,-993.4236942622409
19.34682448269991,99.86209800544441,-986.4656261441454
-0.7972114882669639,103.57076628065506,-995.7256109413717
1.0656949454684657,121.85113679926042,-997.1621623520546
15.145409679201776,117.13052943393282,-995.0361577049421
-50.04330119516663,91.34783971001292,-995.0392435257774
-41.787808826759324,102.56476583763215,-997.9565268062742
-28.761149598569773,115.84461249977672,-999.6184839301087
-57.6872762845939,102.960464117387,-996.5930503880531
-43.44763846015783,114.94362389877058,-1000.4343528021168
-73.69809684937107,94.65308767603487,-992.3983998114992
-71.08501503176555,119.66932407960468,-979.1386202154715
-33.74104011437671,130.41002189683826,-1003.4905440146765
-14.125713569788362,128.1714377460681,-999.2798733712532
4.30075329007964,140.2233411887978,-1000.0021138765887
-14.360331130444209,141.67613680639764,-1002.3370593456648
-9.469770663977247,78.49800673507177,-976.5888890445075
-19.689008174362662,73.28280977086298,-970.283302564309
-7.796443217872348,84.83479816595766,-965.8158881925534
-30.381630903841067,75.31550907936256,-964.8570922133146
-40.875959261175396,85.3536877425783,-965.7687034535863
-35.01335679630431,100.71325453225998,-963.5431256035653
-16.357631327150553,86.96079537957944,-960.3109083795348
-26.71494913389509,94.0389233933476,-959.8885399107494
-38.42653150841871,112.55449970112022,-964.9176378106392
11.14041344377449,91.1343434203011,-979.3567319203274
3.40960623538721,87.67981109317125,-972.1792286419761
5.316909279605621,94.73423290676453,-962.8537970668885
26.10752209842005,101.44179121535994,-981.0711932260546
30.81562691926177,103.2565058086291,-974.7844134471974
18.98487134708185,96.37328805182929,-971.2849668605843
20.3023210519868,101.61778615099253,-962.4476725907041
32.23815263057118,106.2814477507371,-963.5585165493999
13.455959328724346,104.64366928126256,-955.7952549512052
-4.235070066890482,99.96689760044566,-956.1463316085424
-18.315635678498843,109.1516088174056,-956.034950872474
-53.76252458221738,107.02857286453782,-970.940653814767
-64.92986316809656,112.10307371549253,-974.9035332306634
-60.25469907934354,131.0114682548554,-977.0049446505045
-47.89166127721056,124.94840463328742,-970.6897025907828
-33.98183791268174,145.9499345785772,-969.8377670234775
-34.73944261330001,127.40102668075332,-964.5817714296945
-24.850501512522133,140.09230199007771,-962.2992962964308
-14.707790990272438,149.05588452892977,-960.8808586337973
-75.62993396826171,129.43930498195863,-980.6285639668457
-49.89063937167534,126.59587044971346,-1002.3989210501967
-63.4553527928947,126.19329399605701,-999.9388342978298
-43.15087901430046,140.30107018232763,-1004.1201712821185
-59.24389471630229,138.46583880301688,-1001.1307535965616
-49.30131540912699,145.75269700161914,-1004.6087363610229
-79.3252982863266,137.4184850219611,-983.7501973446892
-69.24485387689352,139.0543656978155,-981.2796748694094
-71.62664842359733,144.0791753277536,-996.3499011815682
-60.99761471259153,154.9190778588126,-997.6554062471714
-75.00726071108366,150.47962874109845,-986.9891701876629
-66.20050768663235,157.78005520684167,-991.8282922067349
-51.74998601681073,169.21146274119167,-991.2830866498558
-25.739769196503605,148.2178981511072,-1005.620779157296
-37.960072688578464,154.21954918496152,-1005.6300590400831
-50.89140159314499,153.24948852806583,-1003.0745516659102
-37.43745831784461,169.08443334566059,-1000.8289732282906
-60.198262191737484,161.31523940910856,-987.5724966741436
-38.576166897158686,174.7924456706599,-993.6622283740347
